#TYPE Microsoft.ActiveDirectory.Management.ADGroup
"DistinguishedName","GroupCategory","GroupScope","Name","ObjectClass","ObjectGUID","SamAccountName","SID"
"CN=HS CTSI Thompson_IBD_1712897991 Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS CTSI Thompson_IBD_1712897991 Group","group","9c5dddc2-d753-4e67-b9a9-2b7eecaa596b","HS CTSI Thompson_IBD_1712897991 Group","S-1-5-21-865322659-4255640127-3857865232-102041"
"CN=HS CTSI 1708700625  Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS CTSI 1708700625  Group","group","c5b27ff0-26e9-4676-9972-603fc6d4d280","HS CTSI 1708700625  Group","S-1-5-21-865322659-4255640127-3857865232-102042"
"CN=MBRCC Development group,OU=MBRCC Scripts,OU=MBRCC Group,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","MBRCC Development group","group","b81c6fa1-4d08-4fc8-b6d7-208c13c5a56c","MBRCC Development group","S-1-5-21-865322659-4255640127-3857865232-27525"
"CN=RDSH RDP,OU=Applications,OU=VDI,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","RDSH RDP","group","d9625787-0dae-4204-93ee-9bd3aece82f1","RDSH RDP","S-1-5-21-865322659-4255640127-3857865232-102065"
"CN=SSH SFTP Allow Grp,OU=PaloAltos,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","SSH SFTP Allow Grp","group","cb1330fb-0df8-4506-ace2-84e795aab185","SSH SFTP Allow Grp","S-1-5-21-865322659-4255640127-3857865232-102073"
"CN=WVUH Mobility Users,OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","WVUH Mobility Users","group","3c1c4cfb-1328-4038-892e-2dde2b44bced","WVUH Mobility Users","S-1-5-21-865322659-4255640127-3857865232-91120"
"CN=HS VDI PrescribingHabitsInTreatmentOfCarotidAndVertebra Group,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI PrescribingHabitsInTreatmentOfCarotidAndVertebra Group","group","1cea10bb-b494-4c4f-a351-ca3bf098edea","HS VDI PrescribingHabitsInTreatmentOfCarotidAndVertebra Group","S-1-5-21-865322659-4255640127-3857865232-102059"
"CN=1255c-minolta-c364 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","1255c-minolta-c364 Group","group","37e5a096-eb41-4371-bfc1-ab59fee63326","1255c-minolta-c364 Group","S-1-5-21-865322659-4255640127-3857865232-88363"
"CN=WVUH Orthoview App,OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","WVUH Orthoview App","group","0585e2ad-8a41-4312-8913-6068c751f706","WVUH Orthoview App","S-1-5-21-865322659-4255640127-3857865232-93720"
"CN=Fuji-CV-Referring Physician-RUBY,OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Fuji-CV-Referring Physician-RUBY","group","d960de6e-df00-4635-a8b6-88ae01ce45bb","Fuji-CV-Referring Physician-RUBY","S-1-5-21-865322659-4255640127-3857865232-88397"
"CN=Fuji-CV-Reading Physician-RUBY,OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Fuji-CV-Reading Physician-RUBY","group","92c7c7c5-2ecc-46a7-b30e-e7d92a3a1379","Fuji-CV-Reading Physician-RUBY","S-1-5-21-865322659-4255640127-3857865232-88396"
"CN=g214-hpljp255dn Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","g214-hpljp255dn Group","group","8b8e5a30-b45e-418a-83af-36ae38efca7a","g214-hpljp255dn Group","S-1-5-21-865322659-4255640127-3857865232-93723"
"CN=4411-minolta-c258 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","4411-minolta-c258 Group","group","c5382cf6-7862-4722-9a3c-f976d79791b9","4411-minolta-c258 Group","S-1-5-21-865322659-4255640127-3857865232-102182"
"CN=erma309-minolta-c3110 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","erma309-minolta-c3110 Group","group","e90b1935-7e5d-4492-b039-93d8bd70b872","erma309-minolta-c3110 Group","S-1-5-21-865322659-4255640127-3857865232-102183"
"CN=its-rc-hsc-research-imaging-AMIF,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-imaging-AMIF","group","0f31aa22-181d-4c87-894f-8c7f4e1fc37f","its-rc-hsc-research-imaging-AMIF","S-1-5-21-865322659-4255640127-3857865232-102188"
"CN=8505c-lexmark-ms811n Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","8505c-lexmark-ms811n Group","group","8904baf1-1200-460a-9e67-60c41aa73528","8505c-lexmark-ms811n Group","S-1-5-21-865322659-4255640127-3857865232-102189"
"CN=its-rc-hsc-research-imaging,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-imaging","group","c3222119-fe75-4e29-8121-5e17d1197d6a","its-rc-hsc-research-imaging","S-1-5-21-865322659-4255640127-3857865232-102186"
"CN=HS VDI Virginia Dept of Health Data,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Virginia Dept of Health Data","group","9a74b44a-929b-49b0-9381-a9c65fed54bb","HS VDI Virginia Dept of Health Data","S-1-5-21-865322659-4255640127-3857865232-102193"
"CN=1080 Clinic Accounts,OU=SOD Clinic Accounts,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","1080 Clinic Accounts","group","49517446-9a34-48e0-a7a7-ff35bb474272","1080 Clinic Accounts","S-1-5-21-865322659-4255640127-3857865232-102185"
"CN=1080-Minolta-364e Group,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","1080-Minolta-364e Group","group","94f97d1f-6af5-4620-b9e2-264e2a7cc792","1080-Minolta-364e Group","S-1-5-21-865322659-4255640127-3857865232-102184"
"CN=Admin Conditional Access Policy Group,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Admin Conditional Access Policy Group","group","415b9a50-12bf-4675-b3bd-06f4f16f5c26","Admin Conditional Access Policy Group","S-1-5-21-865322659-4255640127-3857865232-102218"
"CN=SOD Conditional Access Policy Group,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","SOD Conditional Access Policy Group","group","dcc6c1dd-ddfa-4781-b464-a5f8d7215591","SOD Conditional Access Policy Group","S-1-5-21-865322659-4255640127-3857865232-102220"
"CN=4615-minoltac3551 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","4615-minoltac3551 Group","group","775be339-3711-43b1-8802-6252653b0d35","4615-minoltac3551 Group","S-1-5-21-865322659-4255640127-3857865232-102227"
"CN=HS CTSI rudisill_1610302054 Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS CTSI rudisill_1610302054 Group","group","1968809e-22ba-4d11-a7a1-ae40a052b720","HS CTSI rudisill_1610302054 Group","S-1-5-21-865322659-4255640127-3857865232-102343"
"CN=its-rc-hsc-research-imaging-MIF,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-imaging-MIF","group","8285f95c-ec9b-4f69-84ea-97ffb29dc5e0","its-rc-hsc-research-imaging-MIF","S-1-5-21-865322659-4255640127-3857865232-102187"
"CN=its-rc-hsc-research-lab-devries-nelson,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-devries-nelson","group","b7b0f787-d39d-4025-b82c-eef887eae5fc","its-rc-hsc-research-lab-devries-nelson","S-1-5-21-865322659-4255640127-3857865232-102202"
"CN=HSC COA CSC,OU=CSC Groups,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HSC COA CSC","group","5e674d27-cd6d-4da1-a301-9e67e7193c23","HSC COA CSC","S-1-5-21-865322659-4255640127-3857865232-93740"
"CN=SPH OLLI External Users,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","SPH OLLI External Users","group","01d82a48-8e28-4502-84db-627c95e647ed","SPH OLLI External Users","S-1-5-21-865322659-4255640127-3857865232-93741"
"CN=its-rc-hsc-research-imaging-AMIF-admin,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-imaging-AMIF-admin","group","0d2066dc-6d84-46f8-b923-7e64c86bcecb","its-rc-hsc-research-imaging-AMIF-admin","S-1-5-21-865322659-4255640127-3857865232-98191"
"CN=its-rc-hsc-research-imaging-MIF-admin,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-imaging-MIF-admin","group","76249b67-2fa9-4b39-8b48-aca3b2e14d10","its-rc-hsc-research-imaging-MIF-admin","S-1-5-21-865322659-4255640127-3857865232-98192"
"CN=its-rc-hsc-research-lab-agazie,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-agazie","group","8bc4c11b-fe51-4e6b-8161-1f3ad433d99a","its-rc-hsc-research-lab-agazie","S-1-5-21-865322659-4255640127-3857865232-98193"
"CN=its-rc-hsc-research-lab-agmon,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-agmon","group","bace0ec3-d373-42e9-8e81-a7c15d9cf85e","its-rc-hsc-research-lab-agmon","S-1-5-21-865322659-4255640127-3857865232-98194"
"CN=its-rc-hsc-research-lab-alway,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-alway","group","97c88ab5-c4c9-4c56-a75c-6d393d8957a4","its-rc-hsc-research-lab-alway","S-1-5-21-865322659-4255640127-3857865232-98195"
"CN=its-rc-hsc-research-lab-barnett,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-barnett","group","74617b23-6c47-474a-a4ea-dc7e1b9ff1ba","its-rc-hsc-research-lab-barnett","S-1-5-21-865322659-4255640127-3857865232-98196"
"CN=its-rc-hsc-research-lab-berrebi,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-berrebi","group","fc4c810f-aa31-4fb2-b156-645ea4d2ec9c","its-rc-hsc-research-lab-berrebi","S-1-5-21-865322659-4255640127-3857865232-98199"
"CN=its-rc-hsc-research-lab-bryner,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-bryner","group","232ce199-3443-4669-9c08-e2da5efc135d","its-rc-hsc-research-lab-bryner","S-1-5-21-865322659-4255640127-3857865232-98200"
"CN=its-rc-hsc-research-lab-charon,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-charon","group","5fac137e-875e-4d47-a5b2-d0bdd147522f","its-rc-hsc-research-lab-charon","S-1-5-21-865322659-4255640127-3857865232-98201"
"CN=its-rc-hsc-research-lab-cuff,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-cuff","group","0d14ca84-4855-4dfb-acdb-fa40607571de","its-rc-hsc-research-lab-cuff","S-1-5-21-865322659-4255640127-3857865232-98202"
"CN=its-rc-hsc-research-lab-damron,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-damron","group","122b3c10-7dd0-454e-8490-52bd76ab34a2","its-rc-hsc-research-lab-damron","S-1-5-21-865322659-4255640127-3857865232-98203"
"CN=its-rc-hsc-research-lab-dawson,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-dawson","group","ead692e9-7786-4b9f-8644-b50a3a4dbc7e","its-rc-hsc-research-lab-dawson","S-1-5-21-865322659-4255640127-3857865232-98204"
"CN=its-rc-hsc-research-lab-dey,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-dey","group","296a60fe-6b8d-4c19-9b61-a1dfbd37b08d","its-rc-hsc-research-lab-dey","S-1-5-21-865322659-4255640127-3857865232-98205"
"CN=its-rc-hsc-research-lab-dietz,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-dietz","group","a286fc9d-91cd-4844-b427-864e9139424f","its-rc-hsc-research-lab-dietz","S-1-5-21-865322659-4255640127-3857865232-98206"
"CN=its-rc-hsc-research-lab-du,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-du","group","305d7965-7fde-4082-9e0e-b9454cd49826","its-rc-hsc-research-lab-du","S-1-5-21-865322659-4255640127-3857865232-98207"
"CN=its-rc-hsc-research-lab-eubank,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-eubank","group","165d22e8-3009-4909-8b61-3b3b6488e4eb","its-rc-hsc-research-lab-eubank","S-1-5-21-865322659-4255640127-3857865232-98208"
"CN=its-rc-hsc-research-lab-famouri,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-famouri","group","45b09a9a-28b3-490e-a4ba-eba6852eb547","its-rc-hsc-research-lab-famouri","S-1-5-21-865322659-4255640127-3857865232-98209"
"CN=its-rc-hsc-research-lab-gallagher,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-gallagher","group","dd8ca2d8-672b-4a73-b5ca-3a2bf6855823","its-rc-hsc-research-lab-gallagher","S-1-5-21-865322659-4255640127-3857865232-98210"
"CN=its-rc-hsc-research-lab-geldenhuys,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-geldenhuys","group","048d8aed-c88b-4ce0-bff9-05242236c91e","its-rc-hsc-research-lab-geldenhuys","S-1-5-21-865322659-4255640127-3857865232-98211"
"CN=its-rc-hsc-research-lab-goodman,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-goodman","group","bfb20b46-c017-4ba3-bc35-767d1186c004","its-rc-hsc-research-lab-goodman","S-1-5-21-865322659-4255640127-3857865232-98212"
"CN=its-rc-hsc-research-lab-hileman,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-hileman","group","7e7c923f-327c-4b4f-8931-4210aa10ebf4","its-rc-hsc-research-lab-hileman","S-1-5-21-865322659-4255640127-3857865232-98213"
"CN=its-rc-hsc-research-lab-hollander,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-hollander","group","023e5234-4166-4888-b4a1-07b8ae89acb3","its-rc-hsc-research-lab-hollander","S-1-5-21-865322659-4255640127-3857865232-98214"
"CN=its-rc-hsc-research-lab-huber,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-huber","group","5dbd14a1-c53c-4b8a-8ef3-d48189ce2a5c","its-rc-hsc-research-lab-huber","S-1-5-21-865322659-4255640127-3857865232-98215"
"CN=its-rc-hsc-research-lab-hussain,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-hussain","group","91eaa2ee-6cbd-4c2d-8b27-13220d9566c3","its-rc-hsc-research-lab-hussain","S-1-5-21-865322659-4255640127-3857865232-98216"
"CN=annex118-minolta-c3110 Group,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","annex118-minolta-c3110 Group","group","8187449f-40ed-4d24-862d-079575c2aa52","annex118-minolta-c3110 Group","S-1-5-21-865322659-4255640127-3857865232-102466"
"CN=its-rc-hsc-research-lab-kelly,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-kelly","group","a5610d7c-e772-4ef5-9df4-590536ef4e2a","its-rc-hsc-research-lab-kelly","S-1-5-21-865322659-4255640127-3857865232-98217"
"CN=its-rc-hsc-research-lab-Kolandaivelu,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-Kolandaivelu","group","b4cd87a3-0dd7-4187-8279-414cb5810fd0","its-rc-hsc-research-lab-Kolandaivelu","S-1-5-21-865322659-4255640127-3857865232-98218"
"CN=its-rc-hsc-research-lab-Konat,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-Konat","group","30220e8c-ca31-400d-8576-bc0e562b447c","its-rc-hsc-research-lab-Konat","S-1-5-21-865322659-4255640127-3857865232-98219"
"CN=its-rc-hsc-research-lab-kovinich,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-kovinich","group","d5792bd2-50f8-4170-bf69-b3de7d009fe3","its-rc-hsc-research-lab-kovinich","S-1-5-21-865322659-4255640127-3857865232-98220"
"CN=its-rc-hsc-research-lab-leonardi,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-leonardi","group","08dab80c-80b6-46b7-b250-2eec0e8f6a7c","its-rc-hsc-research-lab-leonardi","S-1-5-21-865322659-4255640127-3857865232-98221"
"CN=its-rc-hsc-research-lab-li,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-li","group","e79d8869-062d-4c0a-a107-c1558db7d42f","its-rc-hsc-research-lab-li","S-1-5-21-865322659-4255640127-3857865232-98222"
"CN=its-rc-hsc-research-lab-lindsey,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-lindsey","group","6ba48107-359a-4d40-8cf3-30bdfc2ca171","its-rc-hsc-research-lab-lindsey","S-1-5-21-865322659-4255640127-3857865232-98223"
"CN=its-rc-hsc-research-lab-liu,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-liu","group","5d70a92f-e22a-46e4-b018-59c35086f534","its-rc-hsc-research-lab-liu","S-1-5-21-865322659-4255640127-3857865232-98224"
"CN=its-rc-hsc-research-lab-lukomski,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-lukomski","group","d1242c2b-53ed-4b75-955e-3abb5a51b639","its-rc-hsc-research-lab-lukomski","S-1-5-21-865322659-4255640127-3857865232-98225"
"CN=its-rc-hsc-research-lab-mathers,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-mathers","group","475cc925-0f11-4690-ad79-597bd90fa8e5","its-rc-hsc-research-lab-mathers","S-1-5-21-865322659-4255640127-3857865232-98226"
"CN=its-rc-hsc-research-lab-mathew,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-mathew","group","6d122b75-09e9-49ff-866f-d92e083b8e04","its-rc-hsc-research-lab-mathew","S-1-5-21-865322659-4255640127-3857865232-98227"
"CN=its-rc-hsc-research-lab-mears,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-mears","group","d3aa3906-9ef4-4964-bfc9-5d5bf1b05fd3","its-rc-hsc-research-lab-mears","S-1-5-21-865322659-4255640127-3857865232-98228"
"CN=its-rc-hsc-research-lab-mustafa,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-mustafa","group","65010d11-df32-4227-8d38-92a0b5960148","its-rc-hsc-research-lab-mustafa","S-1-5-21-865322659-4255640127-3857865232-98229"
"CN=its-rc-hsc-research-lab-olfert,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-olfert","group","fbb9a082-2d22-4032-bb6d-61b3016ee2d4","its-rc-hsc-research-lab-olfert","S-1-5-21-865322659-4255640127-3857865232-98230"
"CN=its-rc-hsc-research-lab-pei,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-pei","group","7ffffe77-8868-4943-837f-2588b136c170","its-rc-hsc-research-lab-pei","S-1-5-21-865322659-4255640127-3857865232-98231"
"CN=its-rc-hsc-research-lab-pistilli,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-pistilli","group","c5ecb869-7d45-417a-b450-2c52fe2a6db1","its-rc-hsc-research-lab-pistilli","S-1-5-21-865322659-4255640127-3857865232-98232"
"CN=its-rc-hsc-research-lab-rajendran,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-rajendran","group","da302d9f-0401-4667-9633-48bd84741521","its-rc-hsc-research-lab-rajendran","S-1-5-21-865322659-4255640127-3857865232-98233"
"CN=its-rc-hsc-research-lab-ramamurthy,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-ramamurthy","group","904f1bbd-c25f-4051-90f2-3950ab105820","its-rc-hsc-research-lab-ramamurthy","S-1-5-21-865322659-4255640127-3857865232-98234"
"CN=its-rc-hsc-research-lab-ren,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-ren","group","b220467c-e3f9-49d1-9aab-9e084fbaf4c7","its-rc-hsc-research-lab-ren","S-1-5-21-865322659-4255640127-3857865232-98235"
"CN=its-rc-hsc-research-lab-ressetar,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-ressetar","group","98998fb3-6995-46ac-b09a-92ff1211aeba","its-rc-hsc-research-lab-ressetar","S-1-5-21-865322659-4255640127-3857865232-98236"
"CN=its-rc-hsc-research-lab-robinson,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-robinson","group","ba97cdc0-ba7a-4e97-b9a0-f624d8047375","its-rc-hsc-research-lab-robinson","S-1-5-21-865322659-4255640127-3857865232-98237"
"CN=its-rc-hsc-research-lab-rojanasakull,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-rojanasakull","group","c9da7d43-b049-4b44-8023-b411cb1b6326","its-rc-hsc-research-lab-rojanasakull","S-1-5-21-865322659-4255640127-3857865232-98238"
"CN=its-rc-hsc-research-lab-salm,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-salm","group","18e36fd1-1fd2-4bd4-af24-449d4415b41e","its-rc-hsc-research-lab-salm","S-1-5-21-865322659-4255640127-3857865232-98240"
"CN=its-rc-hsc-research-lab-schaller,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-schaller","group","502db5f6-91b7-4bee-858c-2ff2dc6dafd2","its-rc-hsc-research-lab-schaller","S-1-5-21-865322659-4255640127-3857865232-98241"
"CN=its-rc-hsc-research-lab-schreurs,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-schreurs","group","ccf48c90-ca9e-4013-b470-e98ee589ec43","its-rc-hsc-research-lab-schreurs","S-1-5-21-865322659-4255640127-3857865232-98242"
"CN=its-rc-hsc-research-lab-siderovski,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-siderovski","group","9c876a71-882a-40ed-af9a-1bcb4c198fdd","its-rc-hsc-research-lab-siderovski","S-1-5-21-865322659-4255640127-3857865232-98243"
