"SamAccountName","ComputerName","ComputerCreationDate","ComputerChanged","OperatingSystem","OperatingSystemVersion","OperatingSystemServicePack","OperatingSystemHotfix","DistinguishedName"
"HSRDTP281F$","HSRDTP281F","12/7/2017 10:25:33 AM","4/29/2021 10:17:01 AM","Windows 10 Enterprise","10.0 (18363)",,,"CN=HSRDTP281F,OU=RDTP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW13056$","SDW13056","12/5/2017 9:36:02 AM","11/1/2021 2:05:04 AM","Windows 10 Enterprise","10.0 (18362)",,,"CN=SDW13056,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPEDSD290$","HSPEDSD290","12/7/2017 10:10:06 AM","12/1/2021 9:20:08 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HSPEDSD290,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU3CHFHB2$","CWVU3CHFHB2","12/6/2017 5:02:17 PM","12/6/2021 6:38:09 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=CWVU3CHFHB2,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPEDS8782$","HSPEDS8782","12/7/2017 11:58:49 AM","10/27/2021 2:37:29 PM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSPEDS8782,OU=10-27-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRDTP0039$","HSRDTP0039","12/7/2017 1:51:14 PM","11/14/2021 5:51:21 AM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HSRDTP0039,OU=RDTP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSINFDIS7B3F$","HSINFDIS7B3F","12/7/2017 11:11:14 AM","10/14/2021 10:23:32 AM","Windows 10 Enterprise","10.0 (18363)",,,"CN=HSINFDIS7B3F,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSINFDIS7A82$","HSINFDIS7A82","12/7/2017 11:28:05 AM","12/3/2021 12:32:57 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSINFDIS7A82,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDL16017$","SDL16017","12/7/2017 2:39:48 PM","12/9/2021 1:13:28 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=SDL16017,OU=Oral Surgery,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-EXRPHYS-7804$","HS-EXRPHYS-7804","2/11/2010 2:39:13 PM","10/13/2021 10:46:19 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=HS-EXRPHYS-7804,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSFACIL9A6B$","HSFACIL9A6B","6/30/2014 12:58:35 PM","10/13/2021 10:46:19 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSFACIL9A6B,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSEXPHYSBB0C$","HSEXPHYSBB0C","12/8/2017 8:47:26 AM","10/13/2021 10:46:19 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=HSEXPHYSBB0C,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSEXPHYS171B$","HSEXPHYS171B","12/8/2017 8:42:57 AM","10/13/2021 10:46:19 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=HSEXPHYS171B,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000437$","HSSPH0000437","12/7/2017 2:10:55 PM","9/30/2021 3:04:08 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSSPH0000437,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000453$","HSSPH0000453","10/11/2017 4:08:17 PM","10/24/2021 7:25:13 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSSPH0000453,OU=ICRC,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSEXPHYS174C$","HSEXPHYS174C","12/8/2017 10:12:43 AM","11/10/2020 7:54:36 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=HSEXPHYS174C,OU=Human Performance,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSEXPHYS16E5$","HSEXPHYS16E5","12/8/2017 10:16:39 AM","10/13/2021 10:46:19 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=HSEXPHYS16E5,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H57182$","H57182","12/8/2017 11:15:13 AM","12/7/2021 4:28:41 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=H57182,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBMEDLPDOUG$","HSBMEDLPDOUG","12/8/2017 11:13:15 AM","4/6/2020 6:52:21 AM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HSBMEDLPDOUG,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSEXPHYSBE6F$","HSEXPHYSBE6F","12/8/2017 12:27:33 PM","10/13/2021 10:46:19 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=HSEXPHYSBE6F,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-EXPHYS-F647$","HS-EXPHYS-F647","4/12/2016 3:42:03 PM","10/13/2021 10:46:19 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=HS-EXPHYS-F647,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPTCA40$","HSPTCA40","5/6/2014 1:12:03 PM","10/13/2021 10:48:40 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSPTCA40,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBMEDLP9DB8$","HSBMEDLP9DB8","12/8/2017 2:16:38 PM","10/13/2021 10:44:29 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=HSBMEDLP9DB8,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSITSJBSP4$","HSITSJBSP4","12/8/2017 3:16:59 PM","4/5/2021 7:28:59 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HSITSJBSP4,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSENT17B2$","HSENT17B2","12/8/2017 4:06:17 PM","10/13/2021 10:46:04 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=HSENT17B2,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDL16019$","SDL16019","12/8/2017 4:47:59 PM","12/9/2021 12:43:52 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=SDL16019,OU=Endodontics,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDL16020$","SDL16020","12/8/2017 4:46:25 PM","11/15/2021 10:51:13 AM","Windows 10 Enterprise","10.0 (19043)",,,"CN=SDL16020,OU=Diagnostic Sciences,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED0DDE$","HSCED0DDE","1/16/2013 10:11:54 AM","10/13/2021 10:44:44 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSCED0DDE,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MININT-C2CL5IL$","MININT-C2CL5IL","3/14/2017 3:36:58 PM","10/13/2021 10:51:49 AM","Windows 10 Enterprise","10.0 (10586)",,,"CN=MININT-C2CL5IL,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBIOSCIE880$","HSBIOSCIE880","5/2/2016 1:09:47 PM","10/13/2021 10:44:29 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=HSBIOSCIE880,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBMEDLP9DB7$","HSBMEDLP9DB7","12/11/2017 11:49:08 AM","10/13/2021 10:44:29 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=HSBMEDLP9DB7,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW15018$","SDW15018","12/11/2017 12:16:14 PM","12/6/2021 6:48:17 PM","Windows 10 Enterprise","10.0 (18363)",,,"CN=SDW15018,OU=Large Clinic,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW15017$","SDW15017","12/11/2017 1:10:21 PM","12/3/2021 7:01:15 AM","Windows 10 Enterprise","10.0 (18363)",,,"CN=SDW15017,OU=Dental Group Practice,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW15016$","SDW15016","12/11/2017 12:49:30 PM","12/1/2021 11:10:08 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=SDW15016,OU=Orthodontics,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW15015$","SDW15015","12/11/2017 2:37:03 PM","12/9/2021 10:07:39 AM","Windows 10 Enterprise","10.0 (18363)",,,"CN=SDW15015,OU=Dental Group Practice,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW15014$","SDW15014","12/11/2017 12:43:29 PM","11/30/2021 11:27:33 PM","Windows 10 Enterprise","10.0 (18363)",,,"CN=SDW15014,OU=Orthodontics,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW15019$","SDW15019","12/11/2017 12:20:52 PM","12/7/2021 12:12:53 AM","Windows 10 Enterprise","10.0 (18363)",,,"CN=SDW15019,OU=Large Clinic,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW15020$","SDW15020","12/11/2017 12:23:54 PM","12/6/2021 12:11:49 AM","Windows 10 Enterprise","10.0 (18362)",,,"CN=SDW15020,OU=Large Clinic,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW15021$","SDW15021","12/11/2017 12:51:27 PM","12/9/2021 12:30:39 AM","Windows 10 Enterprise","10.0 (18362)",,,"CN=SDW15021,OU=Large Clinic,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW15023$","SDW15023","12/11/2017 12:28:41 PM","12/2/2021 1:22:02 PM","Windows 10 Enterprise","10.0 (18362)",,,"CN=SDW15023,OU=Large Clinic,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW15022$","SDW15022","12/11/2017 12:55:00 PM","12/6/2021 6:27:01 PM","Windows 10 Enterprise","10.0 (18362)",,,"CN=SDW15022,OU=Large Clinic,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW15024$","SDW15024","12/11/2017 12:57:48 PM","12/1/2021 9:05:38 AM","Windows 10 Enterprise","10.0 (18363)",,,"CN=SDW15024,OU=Orthodontics,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW15013$","SDW15013","12/11/2017 12:42:40 PM","12/3/2021 10:49:38 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=SDW15013,OU=Oral Surgery,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW15012$","SDW15012","12/11/2017 12:40:07 PM","12/3/2021 1:11:01 AM","Windows 10 Enterprise","10.0 (18363)",,,"CN=SDW15012,OU=Dental Group Practice,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW15030$","SDW15030","12/11/2017 12:54:30 PM","12/9/2021 12:21:16 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=SDW15030,OU=Diagnostic Sciences,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW15029$","SDW15029","12/11/2017 1:00:34 PM","11/30/2021 9:20:15 PM","Windows 10 Enterprise","10.0 (18363)",,,"CN=SDW15029,OU=Orthodontics,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW15028$","SDW15028","12/11/2017 1:01:23 PM","12/8/2021 6:55:24 PM","Windows 10 Enterprise","10.0 (18363)",,,"CN=SDW15028,OU=Orthodontics,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW15025$","SDW15025","12/11/2017 1:27:37 PM","12/9/2021 6:17:07 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=SDW15025,OU=Diagnostic Sciences,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPHYSIO05F7$","HSPHYSIO05F7","8/8/2017 7:01:27 PM","12/6/2021 8:01:05 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSPHYSIO05F7,OU=Physiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBMEDLP9BE9$","HSBMEDLP9BE9","12/11/2017 3:46:26 PM","10/13/2021 10:44:29 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=HSBMEDLP9BE9,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H63922$","H63922","12/11/2017 4:07:21 PM","12/9/2021 6:09:12 PM","Windows 10 Enterprise","10.0 (18363)",,,"CN=H63922,OU=OBGYN,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEDB90D$","HSCEDB90D","12/12/2017 8:39:05 AM","10/13/2021 10:44:59 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSCEDB90D,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOP82B2$","HSSOP82B2","12/8/2017 3:53:55 PM","12/8/2021 7:32:23 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSSOP82B2,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPATH8514$","HSPATH8514","12/12/2017 10:38:16 AM","10/13/2021 10:48:10 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=HSPATH8514,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBMEDLP9E27$","HSBMEDLP9E27","12/12/2017 10:42:57 AM","10/13/2021 10:44:29 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=HSBMEDLP9E27,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEDBBBA$","HSCEDBBBA","12/12/2017 1:37:54 PM","12/6/2021 11:10:06 AM","Windows 10 Enterprise","10.0 (18363)",,,"CN=HSCEDBBBA,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOBGYNC6B6$","HSOBGYNC6B6","11/14/2017 9:11:20 AM","10/13/2021 10:47:55 AM","Windows 10 Enterprise","10.0 (14393)",,,"CN=HSOBGYNC6B6,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW15011$","SDW15011","12/11/2017 12:37:53 PM","11/30/2021 7:03:49 PM","Windows 10 Enterprise","10.0 (19043)",,,"CN=SDW15011,OU=Diagnostic Sciences,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW15026$","SDW15026","12/11/2017 1:00:36 PM","12/1/2021 11:18:59 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=SDW15026,OU=Orthodontics,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSINFDIS2758$","HSINFDIS2758","12/13/2017 9:44:06 AM","10/18/2021 9:03:05 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HSINFDIS2758,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUDK5KLS1$","CWVUDK5KLS1","12/13/2017 9:13:43 AM","12/5/2021 2:18:58 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=CWVUDK5KLS1,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMBRCCF591$","HSMBRCCF591","12/13/2017 2:35:24 PM","10/27/2021 2:37:29 PM","Windows 10 Enterprise","10.0 (16299)",,,"CN=HSMBRCCF591,OU=10-27-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSLISTSMTP$","HSLISTSMTP","10/13/2016 1:41:26 PM","3/10/2021 2:02:23 PM","Windows Server 2012 Standard","6.2 (9200)",,,"CN=HSLISTSMTP,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEDE757$","HSCEDE757","12/11/2017 10:55:45 AM","8/29/2020 8:50:57 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSCEDE757,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW13059-DG$","SDW13059-DG","9/10/2013 10:38:09 AM","12/8/2021 9:49:24 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=SDW13059-DG,OU=Dental Group Practice,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED1B9B$","HSCED1B9B","12/14/2017 9:46:22 AM","12/5/2021 8:02:52 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSCED1B9B,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW15027$","SDW15027","12/11/2017 2:59:17 PM","12/1/2021 5:30:39 PM","Windows 10 Enterprise","10.0 (18363)",,,"CN=SDW15027,OU=Orthodontics,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW11004-CA$","SDW11004-CA","12/14/2017 2:13:05 PM","6/3/2021 11:31:05 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=SDW11004-CA,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-PATH-28514$","HS-PATH-28514","12/13/2017 7:21:04 AM","12/9/2021 3:01:00 AM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HS-PATH-28514,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000620$","HSSPH0000620","12/14/2017 3:20:39 PM","1/14/2021 1:43:00 PM","Windows 10 Enterprise","10.0 (15063)",,,"CN=HSSPH0000620,OU=SPH Laptops,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-PATH-2871B$","HS-PATH-2871B","12/12/2017 2:29:46 PM","12/6/2021 5:27:05 PM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HS-PATH-2871B,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBIOCHEM5150$","HSBIOCHEM5150","12/14/2017 3:58:54 PM","12/3/2021 6:39:39 AM","Windows 10 Pro","10.0 (15063)",,,"CN=HSBIOCHEM5150,OU=Biochemistry,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"LPYLES-TABLET$","LPYLES-TABLET","5/10/2017 12:48:54 PM","10/13/2021 10:50:56 AM","Windows 10 Pro","10.0 (14393)",,,"CN=LPYLES-TABLET,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-PATH-285F2$","HS-PATH-285F2","12/13/2017 12:18:50 PM","12/4/2021 7:04:26 PM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HS-PATH-285F2,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MMILLER-PC$","MMILLER-PC","6/4/2009 2:52:05 PM","10/13/2021 10:51:49 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=MMILLER-PC,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS2-PATH-0BB59$","HS2-PATH-0BB59","7/3/2017 12:48:34 PM","10/13/2021 10:44:13 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HS2-PATH-0BB59,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDL16030$","SDL16030","12/15/2017 6:49:15 PM","11/30/2021 6:28:18 AM","Windows 10 Enterprise","10.0 (18363)",,,"CN=SDL16030,OU=Diagnostic Sciences,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDL16031$","SDL16031","12/15/2017 5:00:34 PM","5/13/2021 6:42:28 PM","Windows 10 Enterprise","10.0 (18363)",,,"CN=SDL16031,OU=Diagnostic Sciences,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000134$","HSSPH0000134","12/18/2017 1:13:26 PM","12/8/2021 11:42:12 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HSSPH0000134,OU=SPH Students,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOLARDE7E$","HSOLARDE7E","12/18/2017 2:54:14 PM","7/7/2021 10:33:33 AM","Windows 10 Enterprise","10.0 (18363)",,,"CN=HSOLARDE7E,OU=Animal Quarters,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSWEB-HCERCONE$","ITSWEB-HCERCONE","12/15/2017 2:20:53 PM","10/13/2021 10:50:56 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=ITSWEB-HCERCONE,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H63747$","H63747","11/14/2017 9:40:01 AM","10/13/2021 10:43:58 AM","Windows 10 Enterprise","10.0 (14393)",,,"CN=H63747,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SKURIANPC$","SKURIANPC","5/9/2012 1:47:33 PM","10/13/2021 10:52:31 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=SKURIANPC,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOLARDD81$","HSOLARDD81","12/19/2017 8:54:06 AM","12/7/2021 8:43:48 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSOLARDD81,OU=Animal Quarters,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCCADMIN16T$","MBRCCADMIN16T","6/15/2016 10:08:37 AM","10/13/2021 10:51:13 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=MBRCCADMIN16T,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRURHEABEF3$","HSRURHEABEF3","12/19/2017 9:47:26 AM","10/13/2021 10:49:01 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSRURHEABEF3,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMAINT1885$","HSMAINT1885","12/19/2017 10:29:18 AM","10/13/2021 10:47:09 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSMAINT1885,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000805$","HSSPH0000805","12/19/2017 12:25:56 PM","10/13/2021 10:49:55 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSSPH0000805,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-WVUCPRC-E788$","HS-WVUCPRC-E788","10/24/2014 1:55:29 PM","10/13/2021 10:50:40 AM","Windows 10 Enterprise","10.0 (16299)",,,"CN=HS-WVUCPRC-E788,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW13054-PD$","SDW13054-PD","11/14/2017 4:23:39 PM","12/3/2021 8:58:11 AM","Windows 10 Enterprise","10.0 (18363)",,,"CN=SDW13054-PD,OU=Pediatric Dentistry,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW13032-PD$","SDW13032-PD","11/3/2017 3:03:06 PM","5/26/2020 11:32:58 PM","Windows 10 Enterprise","10.0 (18363)",,,"CN=SDW13032-PD,OU=Pediatric Dentistry,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSEMMED4760$","HSEMMED4760","12/21/2017 3:27:22 PM","7/14/2021 10:50:30 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSEMMED4760,OU=Emergency Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H63944$","H63944","12/22/2017 11:08:31 AM","10/13/2021 10:43:58 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=H63944,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPT6138$","HSPT6138","12/27/2017 9:16:02 AM","3/20/2020 7:56:03 AM","Windows 10 Enterprise","10.0 (16299)",,,"CN=HSPT6138,OU=PT,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPT862D$","HSPT862D","12/27/2017 12:14:31 PM","11/9/2021 9:54:50 AM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HSPT862D,OU=PT,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOLARE085$","HSOLARE085","3/10/2015 11:57:44 AM","3/13/2020 2:00:39 PM","Windows 10 Enterprise","10.0 (18363)",,,"CN=HSOLARE085,OU=Animal Quarters,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H63950$","H63950","12/28/2017 12:51:07 PM","12/8/2021 2:18:36 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=H63950,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
