"GroupName","SamAccountName","GroupCount"
"Parker-Schaupp Share Group","Parker-Schaupp Share Group","1"
"HS VDI Endocarditis AATS Refresh Faculty","HS VDI Endocarditis AATS Refresh Faculty","0"
"HS CTSI Endocarditis Drug Use Group","HS CTSI Endocarditis Drug Use Group","2"
"HS VDI PainMedDisposalRatesAfterPedOrthoSurg Faculty","HS VDI PainMedDisposalRatesAfterPedOrthoSurg Faculty","1"
"HS VDI PainMedDisposalRatesAfterPedOrthoSurg Student","HS VDI PainMedDisposalRatesAfterPedOrthoSurg Student","4"
"RDSH WordPad","RDSH WordPad","5"
"RDSH WVUChart","RDSH WVUChart","19"
"RDSH RedCap","RDSH RedCap","359"
"RDSH File Explorer","RDSH File Explorer","381"
"Redcap Data Request Review Group","Redcap Data Request Review Group","15"
"1385-Ricoh-IM-C4500 Group","1385-Ricoh-IM-C4500 Group","9"
"1065-epson-workforce845 Group","1065-epson-workforce845 Group","0"
"ehsc-infoblox","ehsc-infoblox","1"
"HS VDI SchmidtOncOutcomesGISTIncidentallyRemoved Student","HS VDI SchmidtOncOutcomesGISTIncidentallyRemoved Student","0"
"HS VDI SchmidtOncOutcomesGISTIncidentallyRemoved Faculty","HS VDI SchmidtOncOutcomesGISTIncidentallyRemoved Faculty","2"
"HS VDI AbunnajaEfficacySafetyEarlyAdjuvantWeightLoss Faculty","HS VDI AbunnajaEfficacySafetyEarlyAdjuvantWeightLoss Faculty","2"
"HS VDI AbunnajaEfficacySafetyEarlyAdjuvantWeightLoss Student","HS VDI AbunnajaEfficacySafetyEarlyAdjuvantWeightLoss Student","0"
"Software-ProjectO365-A","Software-ProjectO365-A","15"
"HS VDI Pain Med Prescrip Patterns Student","HS VDI Pain Med Prescrip Patterns Student","0"
"HS VDI Pain Med Prescrip Patterns Faculty","HS VDI Pain Med Prescrip Patterns Faculty","1"
"HS VDI RandomTrialCommBasedChronicPainSelfMgmtinWV Student","HS VDI RandomTrialCommBasedChronicPainSelfMgmtinWV Student","2"
"HS VDI RandomTrialCommBasedChronicPainSelfMgmtinWV Faculty","HS VDI RandomTrialCommBasedChronicPainSelfMgmtinWV Faculty","4"
"HSC RNI CSC","HSC RNI CSC","3"
"RNI Share","RNI Share","Error Getting Group Count"
"HS VDI Frye Research Facutly Group","HS VDI Frye Research Facutly Group","3"
"HS VDI Tobacco Cessation in dental school setting Student","HS VDI Tobacco Cessation in dental school setting Student","5"
"HS VDI Tobacco Cessation in dental school setting Faculty","HS VDI Tobacco Cessation in dental school setting Faculty","1"
"SOP VPN Group","SOP VPN Group","2"
"SON VPN Group","SON VPN Group","1"
"SOD VPN Group","SOD VPN Group","5"
"MBRCC VPN Group","MBRCC VPN Group","8"
"SPH VPN Group","SPH VPN Group","35"
"SOM VPN Group","SOM VPN Group","28"
"BASSCI VPN Group","BASSCI VPN Group","3"
"Admin VPN Group","Admin VPN Group","56"
"MBRCC Profile Redirect","MBRCC Profile Redirect","14"
"4092-minolta-c3100 Group","4092-minolta-c3100 Group","Error Getting Group Count"
"ermag-g160-minolta-c364 Group","ermag-g160-minolta-c364 Group","14"
"Poison Center VPN Group","Poison Center VPN Group","9"
"ced-hp-cp2025dn Group","ced-hp-cp2025dn Group","0"
"5730a-minolta-c3100p Group","5730a-minolta-c3100p Group","9"
"Software-AdobeAcrobatReaderDC-A","Software-AdobeAcrobatReaderDC-A","5"
"RNI Share Applied Research Group","RNI Share Applied Research Group","2"
"RNI Share Clinical Research Group","RNI Share Clinical Research Group","3"
"RNI Share Research Development Group","RNI Share Research Development Group","1"
"RNI Share RNI Admin Group","RNI Share RNI Admin Group","15"
"1614a-minolta-c3110 Group","1614a-minolta-c3110 Group","6"
"MBRCC UnusedUserFolders Traverse","MBRCC UnusedUserFolders Traverse","6"
"WVSTEPS Stations Group","WVSTEPS Stations Group","113"
"SIM Control Room Printer Group","SIM Control Room Printer Group","23"
"Simlab-printer Group","Simlab-printer Group","28"
"HS VDI Brode REDCap Projects Student","HS VDI Brode REDCap Projects Student","0"
"HS VDI Brode REDCap Projects Faculty","HS VDI Brode REDCap Projects Faculty","1"
"SOD Axium Photos Group","SOD Axium Photos Group","1"
"TYResidency Group","TYResidency Group","5"
"RNI Share Marketing Group","RNI Share Marketing Group","3"
"RDSH Secure Citrix Receiver","RDSH Secure Citrix Receiver","33"
"icrc-18-minolta350 Group","icrc-18-minolta350 Group","20"
"RDSH Chrome SOLE","RDSH Chrome SOLE","3"
"HS VDI Making Healthy Decisions Student","HS VDI Making Healthy Decisions Student","0"
"HS VDI Making Healthy Decisions Faculty","HS VDI Making Healthy Decisions Faculty","5"
"HSC ITS VPN","HSC ITS VPN","59"
"HS VDI Gerry Hobbs Student","HS VDI Gerry Hobbs Student","0"
"HS VDI Gerry Hobbs Faculty","HS VDI Gerry Hobbs Faculty","3"
"HS VDI ENT skills for the ED Provider Faculty","HS VDI ENT skills for the ED Provider Faculty","0"
"HS VDI ENT skills for the ED Provider Student","HS VDI ENT skills for the ED Provider Student","1"
"HS VDI Monongalia County Smile Express QA Faculty","HS VDI Monongalia County Smile Express QA Faculty","1"
"HS VDI HSTA Student","HS VDI HSTA Student","0"
"HS VDI HSTA Faculty","HS VDI HSTA Faculty","4"
"WVUH QGenda","WVUH QGenda","3"
"HS VDI Monongalia County Smile Express QA Student","HS VDI Monongalia County Smile Express QA Student","4"
"HSC Surgery Students","HSC Surgery Students","8"
"HS VDI DHSMP Faculty","HS VDI DHSMP Faculty","2"
"HS VDI DHSMP Student","HS VDI DHSMP Student","1"
"CHSC Labs MBAM Exceptions","CHSC Labs MBAM Exceptions","58"
"ConfigMgr Remote Control Users","ConfigMgr Remote Control Users","4"
"WVUH ALL Imprivata Users","WVUH ALL Imprivata Users","319"
"WVEMRRW","WVEMRRW","2"
"jthompson Stroke DiscGols","jthompson Stroke DiscGols","4"
"HS Print Servers","HS Print Servers","5"
"HS VDI Sraj Shafic - Narcotic_Free_1390 Faculty","HS VDI Sraj Shafic - Narcotic_Free_1390 Faculty","2"
"HS VDI Sraj Shafic - Narcotic_Free_1390 Student","HS VDI Sraj Shafic - Narcotic_Free_1390 Student","0"
"HS VDI Sraj Shafic - Narcotic_Refills_6046 Student","HS VDI Sraj Shafic - Narcotic_Refills_6046 Student","1"
"HS VDI Sraj Shafic - Narcotic_Refills_6046 Faculty","HS VDI Sraj Shafic - Narcotic_Refills_6046 Faculty","6"
"HS VDI Hysteropexy Vs Con transvaginal prolapse Student","HS VDI Hysteropexy Vs Con transvaginal prolapse Student","0"
"HS VDI Hysteropexy Vs Con transvaginal prolapse Faculty","HS VDI Hysteropexy Vs Con transvaginal prolapse Faculty","2"
"HS VDI Sraj Shafic - No_Shows_6981 Student","HS VDI Sraj Shafic - No_Shows_6981 Student","0"
"HS VDI Sraj Shafic - No_Shows_6981 Faculty","HS VDI Sraj Shafic - No_Shows_6981 Faculty","3"
"HS VDI Sraj Shafic - Pinch_Strength_5946 Faculty","HS VDI Sraj Shafic - Pinch_Strength_5946 Faculty","6"
"HS VDI Sraj Shafic - Pinch_Strength_5946 Student","HS VDI Sraj Shafic - Pinch_Strength_5946 Student","4"
"HS VDI Daffner Scott - Dysphagia_single_7978 Faculty","HS VDI Daffner Scott - Dysphagia_single_7978 Faculty","4"
"HS VDI Daffner Scott - Dysphagia_single_7978 Student","HS VDI Daffner Scott - Dysphagia_single_7978 Student","0"
"RDSH Secure MS Access","RDSH Secure MS Access","6"
"RDSH Secure Adobe Reader","RDSH Secure Adobe Reader","13"
"HS VDI Sraj Shafic - Demo_Carp_Cub_0975 Faculty","HS VDI Sraj Shafic - Demo_Carp_Cub_0975 Faculty","4"
"HS VDI Sraj Shafic - Demo_Carp_Cub_0975 Student","HS VDI Sraj Shafic - Demo_Carp_Cub_0975 Student","5"
"Hussain Lab Group","Hussain Lab Group","5"
"Physio Share Traverse Group","Physio Share Traverse Group","1"
"COAT Data Share Drive","COAT Data Share Drive","10"
"HSC BEHM share Traverse","HSC BEHM share Traverse","Error Getting Group Count"
"7701-ricoh-mp301spf Group","7701-ricoh-mp301spf Group","4"
"Derm Research","Derm Research","2"
"202-hpp2005dn Group","202-hpp2005dn Group","11"
"HS VDI DOACs and BMI Student","HS VDI DOACs and BMI Student","0"
"HS VDI DOACs and BMI Faculty","HS VDI DOACs and BMI Faculty","2"
"HS VDI Santrock Robert - TAR_and_Obesity_2786 Faculty","HS VDI Santrock Robert - TAR_and_Obesity_2786 Faculty","1"
"HS VDI Santrock Robert - TAR_and_Obesity_2786 Student","HS VDI Santrock Robert - TAR_and_Obesity_2786 Student","3"
"HS VDI Endoscopy w Anemia w Acute Myocardial Infarction Student","HS VDI Endoscopy w Anemia w Acute Myocardial Infarction Student","1"
"HS VDI Endoscopy w Anemia w Acute Myocardial Infarction Faculty","HS VDI Endoscopy w Anemia w Acute Myocardial Infarction Faculty","1"
"HS VDI RJN_CVICU_CABG Student","HS VDI RJN_CVICU_CABG Student","0"
"HS VDI RJN_CVICU_CABG Faculty","HS VDI RJN_CVICU_CABG Faculty","2"
"HS VDI PatternFailureStageIVNon-SmallCellLungCancer Student","HS VDI PatternFailureStageIVNon-SmallCellLungCancer Student","1"
"HS VDI PatternFailureStageIVNon-SmallCellLungCancer Faculty","HS VDI PatternFailureStageIVNon-SmallCellLungCancer Faculty","1"
"HS VDI CollectionofHumanBloodTissueWVUTissueBank Faculty","HS VDI CollectionofHumanBloodTissueWVUTissueBank Faculty","13"
"HS VDI CollectionofHumanBloodTissueWVUTissueBank Student","HS VDI CollectionofHumanBloodTissueWVUTissueBank Student","4"
"HS VDI Silicosis screening Student","HS VDI Silicosis screening Student","0"
"HS VDI Silicosis screening Faculty","HS VDI Silicosis screening Faculty","2"
"Forcepoint-Blocking-Policy","Forcepoint-Blocking-Policy","26"
"HS VDI Bianco AFib Student","HS VDI Bianco AFib Student","0"
"HS VDI Bianco AFib Faculty","HS VDI Bianco AFib Faculty","1"
"jthompson Endocarditis outcomes","jthompson Endocarditis outcomes","4"
"jthompson HIV clinic InfRates","jthompson HIV clinic InfRates","2"
"jthompson MED ENT collab","jthompson MED ENT collab","6"
"rni2-back-C368 Group","rni2-back-c368 Group","Error Getting Group Count"
"RDSH HearForm Servers","RDSH HearForm Servers","4"
"RNI Screen Saver Exceptions Group","RNI Screen Saver Exceptions Group","4"
"jthompson PPI discontinuation","jthompson PPI discontinuation","3"
"Weight Mgmt RW Group","Weight Mgmt RW Group","2"
"HS VDI Risankizumab Crohns Student","HS VDI Risankizumab Crohns Student","0"
"HS VDI Risankizumab Crohns Faculty","HS VDI Risankizumab Crohns Faculty","2"
"HS VDI M15-991 Student","HS VDI M15-991 Student","0"
"HS VDI M15-991 Faculty","HS VDI M15-991 Faculty","2"
"HS VDI M15-991 and M16-006 TriNetX Query_10May2019 Student","HS VDI M15-991 and M16-006 TriNetX Query_10May2019 Student","0"
"HS VDI M15-991 and M16-006 TriNetX Query_10May2019 Faculty","HS VDI M15-991 and M16-006 TriNetX Query_10May2019 Faculty","2"
"Forcepoint-Blocking-Research-Policy","Forcepoint-Blocking-Research-Policy","11"
"WVUH LWS Editor","WVUH LWS Editor","0"
"MGP_WMP Share Group","MGP_WMP Share Group","2"
"Software-DellCCTK-A","Software-DellCCTK-A","0"
"Software-DellCCTK-F","Software-DellCCTK-F","0"
"HS VDI WalterRetrospectiveEMRHeadacheStudy Student","HS VDI WalterRetrospectiveEMRHeadacheStudy Student","0"
"HS VDI WalterRetrospectiveEMRHeadacheStudy Faculty","HS VDI WalterRetrospectiveEMRHeadacheStudy Faculty","4"
"Software-TurningPointCloud-F","Software-TurningPointCloud-F","0"
"Software-TurningPoint8-F","Software-TurningPoint8-F","0"
"Microsoft Project","Microsoft Project","8"
"jthompson AAV epidemiology","jthompson AAV epidemiology","9"
"Hematology and Oncology Fellowship Share Group","Hematology and Oncology Fellowship Share Group","6"
"SCCM Application Testers","SCCM Application Testers","0"
"g111-minolta-c3110 Group","g111-minolta-c3110 Group","10"
"SOM Housestaff Share Group","SOM Housestaff Share Group","27"
"WVU LWS EDITOR","WVU LWS EDITOR","3"
"SOM Housestaff Share Read-Only Group","SOM Housestaff Share Read-Only Group","1"
"All Biochemistry Computers","All Biochemistry Computers","114"
"All Microbiology Computers","All Microbiology Computers","0"
"Software-Java8MAP-A","Software-Java8MAP-A","1"
"Software-Java8MAP-F","Software-Java8MAP-F","1"
"Software-7Zip19.00-F","Software-7Zip19.00-F","0"
"Software-7Zip19.00-A","Software-7Zip19.00-A","0"
"HS VDI WV EHR TRINETX PROSCA Faculty","HS VDI WV EHR TRINETX PROSCA Faculty","2"
"HS VDI WV EHR TRINETX PROSCA Student","HS VDI WV EHR TRINETX PROSCA Student","0"
"HS VDI Heart Failure Preliminary Data Student","HS VDI Heart Failure Preliminary Data Student","0"
"HS VDI Heart Failure Preliminary Data Faculty","HS VDI Heart Failure Preliminary Data Faculty","3"
"HS VDI Diabetes and Periodontal Disease Faculty","HS VDI Diabetes and Periodontal Disease Faculty","1"
"HS VDI Diabetes and Periodontal Disease Student","HS VDI Diabetes and Periodontal Disease Student","0"
"HS VDI WVU HeartVascularInstitute Primary Research Faculty","HS VDI WVU HeartVascularInstitute Primary Research Faculty","0"
"HS VDI WVU HeartVascularInstitute Primary Research Student","HS VDI WVU HeartVascularInstitute Primary Research Student","1"
"HS VDI Bleeding in Inpatients Student","HS VDI Bleeding in Inpatients Student","1"
"HS VDI Bleeding in Inpatients Faculty","HS VDI Bleeding in Inpatients Faculty","1"
"Software-LogMeIn-A","Software-LogMeIn-A","3"
"NEUSCI","NEUSCI","14"
"$NEUSCI","$NEUSCI","14"
"HS VDI Alzheimer’s Disease Patients Student","HS VDI Alzheimer’s Disease Patients Student","0"
"HS VDI Alzheimer’s Disease Patients Faculty","HS VDI Alzheimer’s Disease Patients Faculty","2"
"Software-CCleaner5.57-A","Software-CCleaner5.57-A","1"
"Software-CCleaner5.57-F","Software-CCleaner5.57-F","1"
"Software-LogMeIn-F","Software-LogMeIn-F","0"
"3DComputer","3DComputer","2"
"HS VDI DemographicsCarpalandcubitaltunnelrelease Student","HS VDI DemographicsCarpalandcubitaltunnelrelease Student","0"
"HS VDI DemographicsCarpalandcubitaltunnelrelease Faculty","HS VDI DemographicsCarpalandcubitaltunnelrelease Faculty","1"
"Software-AdobeAcrobatReaderDC-F","Software-AdobeAcrobatReaderDC-F","1"
"g128-bizhub-c360","g128-bizhub-c360","11"
"SOD Equipment Computers Firewall Group","SOD Equipment Computers Firewall Group","5"
"Infectous Disease Traverse Share Group","Infectous Disease Traverse Share Group","2"
"All-Users","All-Users","Error Getting Group Count"
"HSC SOP CSC","HSC SOP CSC","1"
"HSC SOM CSC","HSC SOM CSC","0"
"HSC Opthalmology CSC","HSC Opthalmology CSC","0"
"HSC AVP CSC","HSC AVP CSC","0"
"HS VDI Grant Daniel - Peds Narcotics _7731 Student","HS VDI Grant Daniel - Peds Narcotics _7731 Student","0"
"HS VDI Grant Daniel - Peds Narcotics _7731 Faculty","HS VDI Grant Daniel - Peds Narcotics _7731 Faculty","3"
"2225c-minolta-c364","2225c-minolta-c364","13"
"WVUH Epic TeleMed App","WVUH Epic TeleMed App","520"
"its-rc-hsc-research-read-devries-nelson","its-rc-hsc-research-read-devries-nelson","9"
"HS VDI Chart Data Faculty","HS VDI Chart Data Faculty","1"
"HS VDI Chart Data Student","HS VDI Chart Data Student","1"
"HS VDI Frontal Sinus Repair Student","HS VDI Frontal Sinus Repair Student","0"
"HS VDI Frontal Sinus Repair Faculty","HS VDI Frontal Sinus Repair Faculty","1"
"HS VDI FactorsAffectingNonAttendanceOrtho Faculty","HS VDI FactorsAffectingNonAttendanceOrtho Faculty","2"
"HS VDI FactorsAffectingNonAttendanceOrtho Student","HS VDI FactorsAffectingNonAttendanceOrtho Student","1"
"PSF","PSF","1"
"Horizon Cloud Users","Horizon Cloud Users","0"
"Horizon Cloud Administrators","Horizon Cloud Administrators","5"
"Software-LenovoSystemUpdate-F","Software-LenovoSystemUpdate-F","0"
"Software-LenovoSystemUpdate-A","Software-LenovoSystemUpdate-A","1"
"SCCM OS Deployment Admin","SCCM OS Deployment Admin","0"
"Software-GoToMeeting-F","Software-GoToMeeting-F","0"
"Software-GoToMeeting-A","Software-GoToMeeting-A","1"
"HPRR shared folder","HPRR shared folder group","0"
"b59-hp2575 Group","b59-hp2575 Group","0"
"big-chimney-minolta-421 Group","big-chimney-minolta-421 Group","10"
"SOD SSL Decryption Group","SOD SSL Decryption Group","139"
"Biochem Protein Core Group","Biochem Protein Core Group","2"
"Biochem Shared Equipment Group","Biochem Shared Equipment Group","2"
"HSC ITS Datacenter Group","HSC ITS Datacenter Group","14"
"Agazie Lab Group","Agazie Lab Group","3"
"ced-207-minolta-c3110 Group","ced-207-minolta-c3110 Group","1"
"HSC Neuro and Engineering Research","HSC Neuro and Engineering Research","1"
"HSC Citrix SAS","HSC Citrix SAS","0"
"2259-hp4350 Group","2259-hp4350 Group","0"
"HSC SOD Proxy Group","HSC SOD Proxy Group","0"
"HS VDI Pseudomonas Student","HS VDI Pseudomonas Student","3"
"HS VDI Salivary Function Study Faculty","HS VDI Salivary Function Study Faculty","1"
"HS VDI Salivary Function Study Student","HS VDI Salivary Function Study Student","0"
"HSC PATH Robinson-research Group","HSC PATH Robinson-research Group","1"
"Gunther Lab Group","Gunther Lab Group","1"
"Choi Lab Group","Choi Lab Group","3"
"Webb Lab Group","Webb Lab Group","1"
"HS VDI Autism CNV lab code Faculty","HS VDI Autism CNV lab code Faculty","1"
"HS VDI Autism CNV lab code Student","HS VDI Autism CNV lab code Student","2"
"Rajendran Lab Group","Rajendran Lab Group","3"
"HS VDI Autism Project Updated Patient List Faculty","HS VDI Autism Project Updated Patient List Faculty","1"
"HS VDI Autism Project Updated Patient List Student","HS VDI Autism Project Updated Patient List Student","2"
"2184-hplj2015dn Group","2184-hplj2015dn","0"
"Frisch Lab Group","Frisch Lab Group","1"
"Seftor Lab Group","Seftor Lab Group","1"
"Ivanov Lab Group","Ivanov Lab Group","1"
"Hillgartner Lab Group","Hillgartner Lab Group","1"
"Khramtsov Lab Group","Khramtsov Lab Group","2"
"Konat Lab Group","Konat Lab Group","1"
"Liu Lab Group","Liu Lab Group","1"
"Ruppert Lab Group","Ruppert Lab Group","1"
"Software-Panopto-A","Software-Panopto-A","9"
"2313-minolta-4700p","2313-minolta-4700p","14"
"ced-205-minolta-c3110 Group","ced-205-minolta-c3110 Group","0"
"Micro 2050 and 2052 lab RW Group","Micro 2050 and 2052 lab RW Group","2"
"Micro 2050 lab RW Group","Micro 2050 lab RW Group","2"
"ced-231-minolta-c31110 Group","ced-231-minolta-c31110 Group","26"
"HS VDI ICD Radiomics Faculty","HS VDI ICD Radiomics Faculty","3"
"HS VDI ICD Radiomics Student","HS VDI ICD Radiomics Student","1"
"1168-brother-hl-5730dw Group","1168-brother-hl-5730dw Group","2"
"IMMB Teaching Materials RW Group","IMMB Teaching Materials RW Group","4"
"Software-NotePad++-F","Software-NotePad__-F","0"
"Software-NotePad++-A","Software-NotePad__-A","5"
"Apps-Library","Apps-Library","4732"
"Software-TurningPointCloud-A","Software-TurningPointCloud-A","2"
"Software-TurningPoint8-A","Software-TurningPoint8-A","2"
"HS DHHR Project 1","HS DHHR Project 1","1"
"HS DHHR Project 2","HS DHHR Project 2","1"
"HS DHHR Honest Broker","HS DHHR Honest Broker","1"
"HS DHHR Data Stewarts","HS DHHR Data Stewarts","2"
"1012-rx Group","1012-rx Group","4"
"HS VDI Gut microbiome in stroke Student","HS VDI Gut microbiome in stroke Student","2"
"HS VDI Gut microbiome in stroke Faculty","HS VDI Gut microbiome in stroke Faculty","1"
"HS VDI BMed in the Emergency Dept Student","HS VDI BMed in the Emergency Dept Student","0"
"HS VDI BMed in the Emergency Dept Faculty","HS VDI BMed in the Emergency Dept Faculty","2"
"HS VDI Cossman All-County Mortality Group","HS VDI Cossman All-County Mortality Group","2"
"4094-minolta-4000p Group","4094-minolta-4000p Group","Error Getting Group Count"
"2350y-minolta-c3110 Group","2350y-minolta-c3110 Group","2"
"4422-minolta-b363 Group","4422-minolta-b363 Group","Error Getting Group Count"
"Wattstopper Admins","Wattstopper Admins","3"
"CRC Exec Asst RW Group","CRC Exec Asst RW Group","2"
"jthompson NF MICU fellows","jthompson NF MICU fellows","4"
"HSC SOM MED ACP Governor Share","HSC SOM MED ACP Governor Share","3"
"Storage Replica Administrators","Storage Replica Administrators","0"
