"DistinguishedName","GroupCategory","GroupScope","Members","Name","ObjectClass","ObjectGUID","SamAccountName","SID"
"CN=Software-VisioPro2016_X86-F,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-VisioPro2016_X86-F","group","29c92069-49fc-48f4-91dc-02f53a7d86a6","Software-VisioPro2016_X86-F","S-1-5-21-865322659-4255640127-3857865232-103333"
"CN=HSC MBAM Compliance and Audit Group RO,OU=Resource Accounts,OU=Network and Voice Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HSC MBAM Compliance and Audit Group RO","group","b5196dee-9a3e-4498-ad81-b1c31221b20c","HSC MBAM Compliance and Audit Group RO","S-1-5-21-865322659-4255640127-3857865232-63109"
"CN=HS CTSI peasak_mastectomy_1809277420,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS CTSI peasak_mastectomy_1809277420","group","f6e031cd-792c-488d-9965-6f3114a30d49","HS CTSI peasak_mastectomy_1809277420","S-1-5-21-865322659-4255640127-3857865232-103481"
"CN=RDSH Noah Test,OU=Applications,OU=VDI,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","RDSH Noah Test","group","5879ed2e-2cb9-4b55-822a-f3789d3117cb","RDSH Noah Test","S-1-5-21-865322659-4255640127-3857865232-98304"
"CN=RDSH Notepad,OU=Applications,OU=VDI,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","RDSH Notepad","group","34c0529c-f6be-4631-83a8-a6c405804f6f","RDSH Notepad","S-1-5-21-865322659-4255640127-3857865232-88463"
"CN=RDSH Calculator,OU=Applications,OU=VDI,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","RDSH Calculator","group","dab48e91-782f-4379-afce-758e7d8e9911","RDSH Calculator","S-1-5-21-865322659-4255640127-3857865232-88464"
"CN=crh-137-brother2270dw,OU=BEHM,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","crh-137-brother2270dw","group","714d5116-8192-4c98-bb08-8b35ec963703","crh-137-brother2270dw","S-1-5-21-865322659-4255640127-3857865232-38659"
"CN=ced-231-brother-mfc-9460cdn Group,OU=CED,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","ced-231-brother-mfc-9460cdn Group","group","cc04cebd-bc00-444c-b02d-66ef07b1a732","ced-231-brother-mfc-9460cdn Group","S-1-5-21-865322659-4255640127-3857865232-81739"
"CN=HS CTSI nguyen_1809264568 Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS CTSI nguyen_1809264568 Group","group","a9f90443-a2a1-4e1b-9c9d-05267c0a3a14","HS CTSI nguyen_1809264568 Group","S-1-5-21-865322659-4255640127-3857865232-106424"
"CN=residents-file,OU=PATH,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","residents-file","group","deff1100-5c1e-4b97-880b-8bce85c1dde2","residents-file","S-1-5-21-865322659-4255640127-3857865232-6797"
"CN=allen-801a-minolta Group,OU=Audiology,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","allen-801a-minolta Group","group","479773e7-b42a-4d29-ad7b-2bbdaf60cb85","allen-801a-minolta Group","S-1-5-21-865322659-4255640127-3857865232-98325"
"CN=allen-801c-minolta Group,OU=Audiology,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","allen-801c-minolta Group","group","cf967b17-7d3c-4518-9c9d-3ff5eefa4e7f","allen-801c-minolta Group","S-1-5-21-865322659-4255640127-3857865232-98326"
"CN=percival-350c-minolta Group,OU=Audiology,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","percival-350c-minolta Group","group","92c863d0-ae80-4476-87cc-4095a775772e","percival-350c-minolta Group","S-1-5-21-865322659-4255640127-3857865232-98327"
"CN=Software-EstimateCopy-F,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-EstimateCopy-F","group","518f3ba3-7592-4c91-9271-170613c52147","Software-EstimateCopy-F","S-1-5-21-865322659-4255640127-3857865232-107078"
"CN=Software-MicrosoftOffice2016(X86)_DentistryBuild-F,OU=DentistryApps,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-MicrosoftOffice2016(X86)_DentistryBuild-F","group","62297411-f14a-4951-b28d-ae3cb8c50d56","Software-MicrosoftOffice2016(X86)_DentistryBuild-F","S-1-5-21-865322659-4255640127-3857865232-81383"
"CN=Software-MicrosoftOffice2016(X86)_DentistryBuild-A,OU=DentistryApps,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-MicrosoftOffice2016(X86)_DentistryBuild-A","group","08d7202f-7bb3-46ad-af7f-065b947e9689","Software-MicrosoftOffice2016(X86)_DentistryBuild-A","S-1-5-21-865322659-4255640127-3857865232-81382"
"CN=Software-MiPacs Plugin-Carestream Viewer-A,OU=DentistryApps,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-MiPacs Plugin-Carestream Viewer-A","group","2454f185-1675-4cba-80d3-f48282bb6810","Software-MiPacs Plugin-Carestream Viewer-A","S-1-5-21-865322659-4255640127-3857865232-88489"
"CN=Software-MiPacs Plugin-Carestream Viewer-F,OU=DentistryApps,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-MiPacs Plugin-Carestream Viewer-F","group","8ac464d6-512d-4641-9007-adc7d88aeb8e","Software-MiPacs Plugin-Carestream Viewer-F","S-1-5-21-865322659-4255640127-3857865232-88488"
"CN=Software-MiPacs Plugin-Imaging Link-F,OU=DentistryApps,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-MiPacs Plugin-Imaging Link-F","group","7b6f4058-4be7-402d-a056-970a0d832de2","Software-MiPacs Plugin-Imaging Link-F","S-1-5-21-865322659-4255640127-3857865232-88490"
"CN=Software-MiPacs Plugin-Imaging Link-A,OU=DentistryApps,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-MiPacs Plugin-Imaging Link-A","group","e8366f96-185f-499a-8d33-05b90f29e691","Software-MiPacs Plugin-Imaging Link-A","S-1-5-21-865322659-4255640127-3857865232-88491"
"CN=Software-MiPacs Plugin-Manual Import-F,OU=DentistryApps,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-MiPacs Plugin-Manual Import-F","group","b99035f7-c809-449d-8aaa-1c042715cccd","Software-MiPacs Plugin-Manual Import-F","S-1-5-21-865322659-4255640127-3857865232-88492"
"CN=Software-MiPacs Plugin-Manual Import-A,OU=DentistryApps,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-MiPacs Plugin-Manual Import-A","group","25c0c40a-861c-41d8-803b-e1017d848d76","Software-MiPacs Plugin-Manual Import-A","S-1-5-21-865322659-4255640127-3857865232-88493"
"CN=Software-MiPacs Plugin-SoPro-F,OU=DentistryApps,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-MiPacs Plugin-SoPro-F","group","a2d37a5e-3601-47d1-9548-8dd4925f80d8","Software-MiPacs Plugin-SoPro-F","S-1-5-21-865322659-4255640127-3857865232-88494"
"CN=Software-MiPacs Plugin-SoPro-A,OU=DentistryApps,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-MiPacs Plugin-SoPro-A","group","bd275617-4747-43ed-9f99-763307049797","Software-MiPacs Plugin-SoPro-A","S-1-5-21-865322659-4255640127-3857865232-88495"
"CN=Software-MiPacs Plugin-Video Plugin-F,OU=DentistryApps,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-MiPacs Plugin-Video Plugin-F","group","a338e75a-4536-42bf-867e-9d92f2775449","Software-MiPacs Plugin-Video Plugin-F","S-1-5-21-865322659-4255640127-3857865232-88496"
"CN=Software-MiPacs Plugin-Video Plugin-A,OU=DentistryApps,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-MiPacs Plugin-Video Plugin-A","group","9b1f8ac9-1864-45c1-9f70-4889597acbab","Software-MiPacs Plugin-Video Plugin-A","S-1-5-21-865322659-4255640127-3857865232-88497"
"CN=HSC Surgery ERAS,OU=SURG,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HSC Surgery ERAS","group","453e0f41-4fe3-4d48-a23f-8977a2ae98f5","HSC Surgery ERAS","S-1-5-21-865322659-4255640127-3857865232-37539"
"CN=MBRCC CTRU IRB View Only,OU=CTRU,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","MBRCC CTRU IRB View Only","group","d8bfaa17-8d04-4b8e-9c32-2fd99405862d","MBRCC CTRU IRB View Only","S-1-5-21-865322659-4255640127-3857865232-74197"
"CN=Software-ClassroomSupport-F,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-ClassroomSupport-F","group","8ea74740-6843-4564-8eca-6ac420056ceb","Software-ClassroomSupport-F","S-1-5-21-865322659-4255640127-3857865232-81439"
"CN=Software-NetFramework3.5-A,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-NetFramework3.5-A","group","1add37df-c4a2-4800-9908-40fcafb19f9e","Software-NetFramework3.5-A","S-1-5-21-865322659-4255640127-3857865232-81448"
"CN=HS VDI OpioidUseTraumaPatientexperienceLongBoneFrac Student Grou,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI OpioidUseTraumaPatientexperienceLongBoneFrac Student Grou","group","53eb1a3d-80ec-4d93-b34f-d3d58a2707e3","HS VDI OpioidUseTraumaPatientexperienceLongBoneFrac Student Grou","S-1-5-21-865322659-4255640127-3857865232-110815"
"CN=HS VDI RelationBarrierstoCaretoComplicationsHPB Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI RelationBarrierstoCaretoComplicationsHPB Student","group","b396c7ab-ae20-4f39-baaf-f8a7f70f0724","HS VDI RelationBarrierstoCaretoComplicationsHPB Student","S-1-5-21-865322659-4255640127-3857865232-112591"
"CN=0232 Clinic Secure Share,OU=ORTHO,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","0232 Clinic Secure Share","group","2983929b-3af6-414b-b5b3-94e683d4ebcf","0232 Clinic Secure Share","S-1-5-21-865322659-4255640127-3857865232-60719"
"CN=LeftoverRDPFolders,CN=Users,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","LeftoverRDPFolders","group","c6d3daaa-08fe-474b-b5a3-888d42482d92","LeftoverRDPFolders","S-1-5-21-865322659-4255640127-3857865232-46121"
"CN=HSC Citrix Axium Group,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HSC Citrix Axium Group","group","f2045483-b487-442a-a91d-594d7a62131c","HSC Citrix Axium Group","S-1-5-21-865322659-4255640127-3857865232-67175"
"CN=SPH Inventory RW,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","SPH Inventory RW","group","4e25e095-8e0f-4acb-85c1-428fdb9b966b","SPH Inventory RW","S-1-5-21-865322659-4255640127-3857865232-31228"
"CN=HS CTSI wagner_mews Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS CTSI wagner_mews Group","group","738cce75-952d-44b0-845f-98741af614a8","HS CTSI wagner_mews Group","S-1-5-21-865322659-4255640127-3857865232-112764"
"CN=WVUH Wordpress Admins,OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","WVUH Wordpress Admins","group","55c89fbe-5aec-4b1c-be74-1592adfc52d1","WVUH Wordpress Admins","S-1-5-21-865322659-4255640127-3857865232-109623"
"CN=Pathology WVUH share,OU=PATH,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Pathology WVUH share","group","cd634ed6-2719-4ce2-afc8-9e18497377a7","Pathology WVUH share","S-1-5-21-865322659-4255640127-3857865232-6784"
"CN=Pathology hscfp share,OU=PATH,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Pathology hscfp share","group","09dfdc3b-32d4-4163-ac22-1d4018f29c11","Pathology hscfp share","S-1-5-21-865322659-4255640127-3857865232-8774"
"CN=Pathology Apps-Standrd,OU=PATH,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Pathology Apps-Standrd","group","989e4a79-6b4c-4e2f-bb9b-c8b9be75e220","Pathology Apps-Standrd","S-1-5-21-865322659-4255640127-3857865232-6782"
"CN=WVUH App-CareWare,OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","WVUH App-CareWare","group","fe900196-b842-408b-8ea3-d62555033127","WVUH App-CareWare","S-1-5-21-865322659-4255640127-3857865232-109637"
"CN=HS CTSI Pseudomonas Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS CTSI Pseudomonas Group","group","dfb39a30-dabe-418e-a393-85933dda6f53","HS CTSI Pseudomonas Group","S-1-5-21-865322659-4255640127-3857865232-113043"
"CN=Software-VisioO365-F,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-VisioO365-F","group","f50cc225-9553-44c0-a932-874fa3ae7fdf","Software-VisioO365-F","S-1-5-21-865322659-4255640127-3857865232-88573"
"CN=Software-ProjectO365-F,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-ProjectO365-F","group","eb35deea-3243-4211-88a1-744e5a178b5a","Software-ProjectO365-F","S-1-5-21-865322659-4255640127-3857865232-88575"
"CN=HSC SNRCData,OU=PHYSIO,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HSC SNRCData","group","6cdc5d5c-26d7-47aa-a169-9f1e73ebf70e","HSC SNRCData","S-1-5-21-865322659-4255640127-3857865232-39008"
"CN=HS VDI Epithelial Ovarian Cancer Risk for VTE Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Epithelial Ovarian Cancer Risk for VTE Faculty","group","fc6200c4-4578-4af6-a1b0-39f622c410e0","HS VDI Epithelial Ovarian Cancer Risk for VTE Faculty","S-1-5-21-865322659-4255640127-3857865232-115242"
"CN=HS VDI ASD BMI Grandparents Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI ASD BMI Grandparents Student","group","3d1c16e9-a596-4eb9-9e22-64562b961ace","HS VDI ASD BMI Grandparents Student","S-1-5-21-865322659-4255640127-3857865232-115247"
"CN=HS VDI Endocarditis AATS Refresh Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Endocarditis AATS Refresh Student","group","a03b1afe-0514-4a78-8927-67f5c8bfc4e7","HS VDI Endocarditis AATS Refresh Student","S-1-5-21-865322659-4255640127-3857865232-115250"
"CN=HS VDI Endocarditis AATS Refresh Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Endocarditis AATS Refresh Faculty","group","91cae76d-328a-48e7-a121-7f5a049daf74","HS VDI Endocarditis AATS Refresh Faculty","S-1-5-21-865322659-4255640127-3857865232-115249"
"CN=1065-epson-workforce845 Group,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","1065-epson-workforce845 Group","group","51c10c04-cd28-45be-8d70-1a30169ffa69","1065-epson-workforce845 Group","S-1-5-21-865322659-4255640127-3857865232-42745"
"CN=HS VDI SchmidtOncOutcomesGISTIncidentallyRemoved Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI SchmidtOncOutcomesGISTIncidentallyRemoved Student","group","620faa61-c5f3-43a4-8618-24d096388410","HS VDI SchmidtOncOutcomesGISTIncidentallyRemoved Student","S-1-5-21-865322659-4255640127-3857865232-115579"
"CN=HS VDI AbunnajaEfficacySafetyEarlyAdjuvantWeightLoss Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI AbunnajaEfficacySafetyEarlyAdjuvantWeightLoss Student","group","eba45081-b22d-4002-92f9-1e7afc49c43b","HS VDI AbunnajaEfficacySafetyEarlyAdjuvantWeightLoss Student","S-1-5-21-865322659-4255640127-3857865232-115581"
"CN=HS VDI Pain Med Prescrip Patterns Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Pain Med Prescrip Patterns Student","group","e6f0857d-4b85-4eba-b3e5-a2e62e43097d","HS VDI Pain Med Prescrip Patterns Student","S-1-5-21-865322659-4255640127-3857865232-115626"
"CN=ced-hp-cp2025dn Group,OU=CED,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","ced-hp-cp2025dn Group","group","1f80c458-e3f4-494b-aa1f-fcfb74d54eca","ced-hp-cp2025dn Group","S-1-5-21-865322659-4255640127-3857865232-81742"
"CN=HS VDI Brode REDCap Projects Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Brode REDCap Projects Student","group","17414bd1-4034-4b79-b11b-2bcba94143e9","HS VDI Brode REDCap Projects Student","S-1-5-21-865322659-4255640127-3857865232-118070"
"CN=HS VDI Making Healthy Decisions Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Making Healthy Decisions Student","group","93e32e82-c121-49a9-b1cc-b587fba80d02","HS VDI Making Healthy Decisions Student","S-1-5-21-865322659-4255640127-3857865232-118293"
"CN=HS VDI Gerry Hobbs Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Gerry Hobbs Student","group","925922fa-f464-4309-9bcb-70d04817bf6b","HS VDI Gerry Hobbs Student","S-1-5-21-865322659-4255640127-3857865232-118302"
"CN=HS VDI ENT skills for the ED Provider Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI ENT skills for the ED Provider Faculty","group","352871bd-5ce2-4b0f-9e80-0dec5431fb7c","HS VDI ENT skills for the ED Provider Faculty","S-1-5-21-865322659-4255640127-3857865232-118305"
"CN=HS VDI HSTA Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI HSTA Student","group","6f4a10e2-bece-4691-abca-b5d5de7f1b7a","HS VDI HSTA Student","S-1-5-21-865322659-4255640127-3857865232-118319"
"CN=HS VDI Sraj Shafic - Narcotic_Free_1390 Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Sraj Shafic - Narcotic_Free_1390 Student","group","2d830e67-39f9-48a1-9f84-caf41da51a1c","HS VDI Sraj Shafic - Narcotic_Free_1390 Student","S-1-5-21-865322659-4255640127-3857865232-118650"
