"GroupName","GroupSamAccountName","GroupDescription","GroupCategory","GroupScope","GroupSID","SIDHIstory","GroupOU","GroupDN"
"1042-HP2055 Group","1042-HP2055 Group","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-79333","","OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=1042-HP2055 Group,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Adobe Acrobat XI","Adobe Acrobat XI","VDI Applications","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-56148","","OU=Applications,OU=VDI,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Adobe Acrobat XI,OU=Applications,OU=VDI,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SAS 9.3 Research Application","SAS 9.3 Research Application","VDI Applications","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-63663","","OU=Applications,OU=VDI,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=SAS 9.3 Research Application,OU=Applications,OU=VDI,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS CTSI rosend_epidural_201708 Group","HS CTSI rosend_epidural_201708 Group","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-77592","","OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS CTSI rosend_epidural_201708 Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS CTSI Effectiveness of Corticosteroid Injection for CTS","HS CTSI Effectiveness of Corticosteroid Injection for CTS","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-77515","","OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS CTSI Effectiveness of Corticosteroid Injection for CTS,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS CTSI robinson_flu_20170822 Group","HS CTSI robinson_flu_20170822 Group","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-80991","","OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS CTSI robinson_flu_20170822 Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS CTSI 1606157289_increasing_dwell_time Group","HS CTSI 1606157289_increasing_dwell_time Group","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-81013","","OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS CTSI 1606157289_increasing_dwell_time Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS CTSI CTSI_HVI Group","HS CTSI CTSI_HVI Group","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-82918","","OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS CTSI CTSI_HVI Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS CTSI Medicare Claims Analysis Group","HS CTSI Medicare Claims Analysis Group","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-67414","","OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS CTSI Medicare Claims Analysis Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS CTSI 09012127 _Shaken_Baby_Syndrome Group","HS CTSI 09012127 _Shaken_Baby_Syndrome Group","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-78162","","OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS CTSI 09012127 _Shaken_Baby_Syndrome Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS CTSI Familial Hypercholesterolemia Group","HS CTSI Familial Hypercholesterolemia Group","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-76201","","OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS CTSI Familial Hypercholesterolemia Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS CTSI Orbital Tumors","HS CTSI Orbital Tumors","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-79050","","OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS CTSI Orbital Tumors,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS CTSI WVADR Group","HS CTSI WVADR Group","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-67415","","OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS CTSI WVADR Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS CTSI kmagabo-ed-flu-201708 Group","HS CTSI kmagabo-ed-flu-201708 Group","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-77525","","OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS CTSI kmagabo-ed-flu-201708 Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS CTSI Post Operative Narcotic Prescriptions","HS CTSI Post Operative Narcotic Prescriptions","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-79049","","OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS CTSI Post Operative Narcotic Prescriptions,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS CTSI ED Holiday Diagnoses Group","HS CTSI ED Holiday Diagnoses Group","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-79044","","OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS CTSI ED Holiday Diagnoses Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS CTSI PreSurgical Bariatric Psych Consults","HS CTSI PreSurgical Bariatric Psych Consults","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-79048","","OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS CTSI PreSurgical Bariatric Psych Consults,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS CTSI pellegrino-ckd-20170831 Group","HS CTSI pellegrino-ckd-20170831 Group","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-79288","","OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS CTSI pellegrino-ckd-20170831 Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS CTSI grantd_pediatric_narcotics_20170818 Group","HS CTSI grantd_pediatric_narcotics_20170818 Group","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-79290","","OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS CTSI grantd_pediatric_narcotics_20170818 Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS CTSI mattes_prostate_cancer_20170907 Group","HS CTSI mattes_prostate_cancer_20170907 Group","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-80990","","OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS CTSI mattes_prostate_cancer_20170907 Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS CTSI 1611351417_EMR_Decrease_CT Group","HS CTSI 1611351417_EMR_Decrease_CT Group","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-79355","","OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS CTSI 1611351417_EMR_Decrease_CT Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS CTSI petrone-immune-stroke-201606 Group","HS CTSI petrone-immune-stroke-201606 Group","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-77572","","OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS CTSI petrone-immune-stroke-201606 Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOD Front Desk Computers","SOD Front Desk Computers",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-43212","","OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=SOD Front Desk Computers,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"cc1-hallway-minoltac3350 Group","cc1-hallway-minoltac3350 Group","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-78200","","OU=MBRCC Printers,OU=MBRCC Group,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=cc1-hallway-minoltac3350 Group,OU=MBRCC Printers,OU=MBRCC Group,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS CTSI 1606146493_immune_stat_Ischemic_stroke Group","HS CTSI 1606146493_immune_stat_Ischemic_stroke Group","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-79370","","OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS CTSI 1606146493_immune_stat_Ischemic_stroke Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Research Storage Mapping Group","Research Storage Mapping Group","Share mapping - Data Depot","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-77480","","OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Research Storage Mapping Group,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC SPH Gsmith VDI Group","HSC SPH Gsmith VDI Group","VDI","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-79362","","OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HSC SPH Gsmith VDI Group,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"FTP Users","FTP Users","SFTP Access","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-43050","","OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=FTP Users,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"stc-rx1 Group","stc-rx1 Group",,"Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-78073","","OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=stc-rx1 Group,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC SPH Bmhendricks Research Group","HSC SPH Bmhendricks Research Group",,"Security","Universal","S-1-5-21-865322659-4255640127-3857865232-79361","","OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HSC SPH Bmhendricks Research Group,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"stc-3rdfloor-minoltac25 Group","stc-3rdfloor-minoltac25 Group","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-78072","","OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=stc-3rdfloor-minoltac25 Group,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"WVUH Breeze","WVUH Breeze","WVUH Applications","Security","Global","S-1-5-21-865322659-4255640127-3857865232-78181","","OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=WVUH Breeze,OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCC PEDS Financial","MBRCC PEDS Financial",,"Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-80984","","OU=MBRCC SharePoint Groups,OU=MBRCC Group,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=MBRCC PEDS Financial,OU=MBRCC SharePoint Groups,OU=MBRCC Group,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Pulm-CCM Pres. & Board Rev Group","Pulm-CCM Pres. & Board Rev Group",,"Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-78201","","OU=PULM,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Pulm-CCM Pres. & Board Rev Group,OU=PULM,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC VDI Research Projects Parent Group","HSC VDI Research Projects Parent Group","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-77981","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HSC VDI Research Projects Parent Group,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"R Studio","R Studio","VDI Applications","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-78156","","OU=Applications,OU=VDI,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=R Studio,OU=Applications,OU=VDI,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Department Policies Share Group","Department Policies Share Group","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-78193","","OU=BIOCHEM,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Department Policies Share Group,OU=BIOCHEM,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"1144-hp5000 Group","1144-hp5000 Group","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-1254","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=1144-hp5000 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"2914-hpljp2035n Group","2914-hpljp2035n Group","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-46507","","OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=2914-hpljp2035n Group,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"3152-minolta-c224e Group","3152-minolta-c224e Group","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-32044","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=3152-minolta-c224e Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC SOM Class of 2021","HSC SOM Class of 2021",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-79391","","OU=2021,OU=Students,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HSC SOM Class of 2021,OU=2021,OU=Students,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS CTSI 1603060897_MCARR_PATIENT Group","HS CTSI 1603060897_MCARR_PATIENT Group","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-79395","","OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS CTSI 1603060897_MCARR_PATIENT Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"2039-minolta-c3100p Group","2039-minolta-c3100p Group","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-78203","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=2039-minolta-c3100p Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"7702-hpcp2025","7702-hpcp2025","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-33414","","OU=EMMED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=7702-hpcp2025,OU=EMMED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC SOM Class of 2020","HSC SOM Class of 2020",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-79390","","OU=2020,OU=Students,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HSC SOM Class of 2020,OU=2020,OU=Students,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Oracle SQL Developer Tools","Oracle SQL Developer Tools","VDI Applications","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-77505","","OU=Applications,OU=VDI,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Oracle SQL Developer Tools,OU=Applications,OU=VDI,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC SOM Class of 2019","HSC SOM Class of 2019",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-79387","","OU=2019,OU=Students,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HSC SOM Class of 2019,OU=2019,OU=Students,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC SOM PA Class of 2018","HSC SOM PA Class of 2018",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-79392","","OU=2018,OU=PA,OU=Students,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HSC SOM PA Class of 2018,OU=2018,OU=PA,OU=Students,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCC PEDS Nurse-DM","MBRCC PEDS Nurse-DM",,"Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-80985","","OU=MBRCC SharePoint Groups,OU=MBRCC Group,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=MBRCC PEDS Nurse-DM,OU=MBRCC SharePoint Groups,OU=MBRCC Group,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC SOM Class of 2018","HSC SOM Class of 2018",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-79389","","OU=2018,OU=Students,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HSC SOM Class of 2018,OU=2018,OU=Students,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS VDI abaus_medicaid_claims Group","HS VDI abaus_medicaid_claims Group","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-79422","","OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS VDI abaus_medicaid_claims Group,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC SOP Faculty Share Transcripts Group","HSC SOP Faculty Share Transcripts Group","File Share","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-78209","","OU=SOP,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HSC SOP Faculty Share Transcripts Group,OU=SOP,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS CTSI 1606145182_rhegmatogenous_retinal_detachment Group","HS CTSI 1606145182_rhegmatogenous_retinal_detachment Group","VDI Projects","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-79421","","OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS CTSI 1606145182_rhegmatogenous_retinal_detachment Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOP Faculty Share Group","SOP Faculty Share Group","File Share","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-82771","","OU=SOP,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=SOP Faculty Share Group,OU=SOP,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC Surgery Residents","HSC Surgery Residents","VDI access","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-83892","","OU=SURG,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HSC Surgery Residents,OU=SURG,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PSI CME Share access","PSI CME Share access","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-83745","","OU=CE,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=PSI CME Share access,OU=CE,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Web Library Group","Web Library Group",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-67453","","OU=CE,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Web Library Group,OU=CE,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"WVCTSI Business Office Share","WVCTSI Business Office Share","File Share","Security","Global","S-1-5-21-865322659-4255640127-3857865232-60894","","OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=WVCTSI Business Office Share,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"rni-1030-bizhubc224e Group","rni-1030-bizhubc224e Group","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-81080","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=rni-1030-bizhubc224e Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS CTSI Finance Group","HS CTSI Finance Group",,"Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-79431","","OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS CTSI Finance Group,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Rezai BRNI Palo Alto Group","Rezai BRNI Palo Alto Group","Policy Group","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-81077","","OU=PaloAltos,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Rezai BRNI Palo Alto Group,OU=PaloAltos,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SCCM Windows Update Group","SCCM Windows Update Group","Group Policy","Security","Global","S-1-5-21-865322659-4255640127-3857865232-82817","","OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=SCCM Windows Update Group,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Neuro Library Group","Neuro Library Group",,"Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-78238","","OU=NEUSUR,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Neuro Library Group,OU=NEUSUR,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Micro-WanLab","Micro-WanLab","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-79723","","OU=MICRO,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Micro-WanLab,OU=MICRO,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC Radiology Share Traverse Group","HSC Radiology Share Traverse Group","Traverse File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-79512","","OU=RAD,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HSC Radiology Share Traverse Group,OU=RAD,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"4055-minolta-c258 Group","4055-minolta-c258 Group","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-81087","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=4055-minolta-c258 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOD Surgery computers exempt from Screen Saver","SOD Surgery computers exempt from Screen Saver","Group Policy","Security","Global","S-1-5-21-865322659-4255640127-3857865232-79514","","OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=SOD Surgery computers exempt from Screen Saver,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Micro-Barnett Lab","Micro-Barnett Lab","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-81012","","OU=MICRO,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Micro-Barnett Lab,OU=MICRO,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
